count,trip,avg,Cluster,Description
-0.4814000640238311,-0.46013846415050447,-0.5250023519969601,0,Cluster 0 - New or Inactive Riders
-0.024914788316121376,0.029371746107028557,0.7268891327686137,1,Cluster 1 - Occasional Riders
1.320470563743881,0.972584516304091,0.1871915427378129,2,Cluster 2 - Moderately Active Passengers
-0.450533740397528,-0.10824170003805854,3.12756363235615,3,Cluster 3 - Regular Riders
3.2704324489058823,3.6888485068745114,1.7712316976049758,4,Cluster 4 - Highly Active Passengers
