count,trip,avg,Cluster,Description
-0.43329363524419445,-0.42638833251202624,-0.5743199115828562,0,Cluster 0 - New or Inactive Riders
-0.3612138767634098,-0.13822720926253318,1.461836257456766,1,Cluster 1 - Occasional Riders
0.6871454402398139,0.40373934968910086,0.03363695105111412,2,Cluster 2 - Moderately Active Passengers
2.391763366756139,2.044527194139627,0.6373130197774074,3,Cluster 3 - Regular Riders
4.145888043661588,5.063629579751677,1.738067255895069,4,Cluster 4 - Highly Active Passengers
